# ctau,m1,m0,ms,eff_lowet,eff_highet,eff_lowet_error,eff_highet_error
1.359e+00,4.890e+02,4.390e+02,1.000e+03,2.504e-05,2.630e-05,8.776e-06,9.569e-06
1.585e+00,4.890e+02,4.390e+02,1.000e+03,1.644e-05,1.266e-05,5.891e-06,5.759e-06
1.848e+00,4.890e+02,4.390e+02,1.000e+03,1.027e-05,4.699e-06,3.681e-06,1.457e-06
2.154e+00,4.890e+02,4.390e+02,1.000e+03,2.594e-05,8.808e-06,6.526e-06,2.627e-06
2.512e+00,4.890e+02,4.390e+02,1.000e+03,1.802e-05,7.549e-06,6.544e-06,4.354e-06
2.929e+00,4.890e+02,4.390e+02,1.000e+03,1.638e-05,8.220e-06,5.089e-06,4.693e-06
3.415e+00,4.890e+02,4.390e+02,1.000e+03,1.248e-05,6.963e-06,3.849e-06,2.389e-06
3.981e+00,4.890e+02,4.390e+02,1.000e+03,1.790e-05,6.237e-06,6.060e-06,3.857e-06
4.642e+00,4.890e+02,4.390e+02,1.000e+03,2.002e-05,1.065e-05,6.900e-06,4.939e-06
5.412e+00,4.890e+02,4.390e+02,1.000e+03,8.849e-06,1.749e-06,3.303e-06,1.088e-06
6.310e+00,4.890e+02,4.390e+02,1.000e+03,1.255e-05,1.161e-06,4.581e-06,4.742e-07
7.356e+00,4.890e+02,4.390e+02,1.000e+03,1.109e-05,1.782e-06,4.282e-06,1.328e-06
8.577e+00,4.890e+02,4.390e+02,1.000e+03,1.312e-05,2.884e-06,4.527e-06,1.128e-06
1.000e+01,4.890e+02,4.390e+02,1.000e+03,5.669e-06,2.411e-07,2.377e-06,1.137e-07
1.000e-01,6.120e+02,5.620e+02,1.250e+03,3.517e-09,2.080e-08,1.112e-09,4.005e-09
1.166e-01,6.120e+02,5.620e+02,1.250e+03,3.517e-09,2.277e-08,1.112e-09,4.466e-09
1.359e-01,6.120e+02,5.620e+02,1.250e+03,3.517e-09,2.080e-08,1.112e-09,4.005e-09
1.585e-01,6.120e+02,5.620e+02,1.250e+03,3.517e-09,2.080e-08,1.112e-09,4.005e-09
1.848e-01,6.120e+02,5.620e+02,1.250e+03,2.714e-08,1.069e-07,1.937e-08,8.319e-08
2.154e-01,6.120e+02,5.620e+02,1.250e+03,3.517e-09,2.277e-08,1.112e-09,4.466e-09
2.512e-01,6.120e+02,5.620e+02,1.250e+03,4.429e-08,1.988e-07,2.668e-08,1.180e-07
2.929e-01,6.120e+02,5.620e+02,1.250e+03,3.517e-09,2.277e-08,1.112e-09,4.466e-09
3.415e-01,6.120e+02,5.620e+02,1.250e+03,1.412e-08,2.979e-08,1.066e-08,7.017e-09
3.981e-01,6.120e+02,5.620e+02,1.250e+03,1.784e-07,1.056e-06,6.776e-08,5.500e-07
4.642e-01,6.120e+02,5.620e+02,1.250e+03,5.154e-06,8.192e-06,4.115e-06,4.545e-06
5.412e-01,6.120e+02,5.620e+02,1.250e+03,7.384e-07,6.093e-06,2.420e-07,2.443e-06
6.310e-01,6.120e+02,5.620e+02,1.250e+03,2.851e-06,7.414e-06,2.139e-06,2.740e-06
7.356e-01,6.120e+02,5.620e+02,1.250e+03,6.640e-06,8.620e-06,4.203e-06,4.498e-06
8.577e-01,6.120e+02,5.620e+02,1.250e+03,1.070e-05,1.495e-05,5.353e-06,6.803e-06
1.000e+00,6.120e+02,5.620e+02,1.250e+03,9.548e-06,3.486e-06,4.260e-06,1.240e-06
1.166e+00,6.120e+02,5.620e+02,1.250e+03,1.473e-05,4.116e-06,5.104e-06,1.417e-06
1.359e+00,6.120e+02,5.620e+02,1.250e+03,1.639e-05,7.791e-06,6.167e-06,2.505e-06
1.585e+00,6.120e+02,5.620e+02,1.250e+03,4.832e-06,7.437e-06,2.405e-06,2.182e-06
1.848e+00,6.120e+02,5.620e+02,1.250e+03,1.545e-05,5.119e-06,4.762e-06,1.500e-06
2.154e+00,6.120e+02,5.620e+02,1.250e+03,1.413e-05,3.565e-06,4.717e-06,1.256e-06
2.512e+00,6.120e+02,5.620e+02,1.250e+03,2.557e-05,7.777e-06,7.043e-06,2.553e-06
2.929e+00,6.120e+02,5.620e+02,1.250e+03,1.606e-05,1.186e-05,5.112e-06,6.337e-06
3.415e+00,6.120e+02,5.620e+02,1.250e+03,1.819e-05,4.867e-06,5.430e-06,1.729e-06
3.981e+00,6.120e+02,5.620e+02,1.250e+03,1.639e-05,5.849e-06,5.949e-06,4.290e-06
4.642e+00,6.120e+02,5.620e+02,1.250e+03,1.645e-05,3.634e-06,5.183e-06,1.613e-06
5.412e+00,6.120e+02,5.620e+02,1.250e+03,1.954e-05,8.124e-06,6.454e-06,4.474e-06
6.310e+00,6.120e+02,5.620e+02,1.250e+03,1.195e-05,5.794e-07,3.976e-06,1.696e-07
7.356e+00,6.120e+02,5.620e+02,1.250e+03,9.163e-06,1.358e-06,3.574e-06,7.169e-07
8.577e+00,6.120e+02,5.620e+02,1.250e+03,8.666e-06,6.555e-07,3.298e-06,2.268e-07
1.000e+01,6.120e+02,5.620e+02,1.250e+03,5.037e-06,5.175e-07,2.112e-06,1.666e-07
1.000e-01,7.340e+02,6.840e+02,1.500e+03,1.055e-09,8.911e-09,6.092e-10,3.169e-09
1.166e-01,7.340e+02,6.840e+02,1.500e+03,1.055e-09,8.911e-09,6.092e-10,3.169e-09
1.359e-01,7.340e+02,6.840e+02,1.500e+03,1.055e-09,8.911e-09,6.092e-10,3.169e-09
1.585e-01,7.340e+02,6.840e+02,1.500e+03,1.055e-09,1.089e-08,6.092e-10,3.735e-09
1.848e-01,7.340e+02,6.840e+02,1.500e+03,1.055e-09,8.911e-09,6.092e-10,3.169e-09
2.154e-01,7.340e+02,6.840e+02,1.500e+03,5.985e-09,1.228e-08,4.967e-09,4.623e-09
2.512e-01,7.340e+02,6.840e+02,1.500e+03,1.055e-09,1.089e-08,6.092e-10,3.735e-09
2.929e-01,7.340e+02,6.840e+02,1.500e+03,1.819e-07,1.915e-06,1.264e-07,1.399e-06
3.415e-01,7.340e+02,6.840e+02,1.500e+03,2.154e-07,1.355e-06,1.385e-07,1.248e-06
3.981e-01,7.340e+02,6.840e+02,1.500e+03,7.826e-07,6.913e-07,7.351e-07,6.660e-07
4.642e-01,7.340e+02,6.840e+02,1.500e+03,8.076e-07,2.820e-06,5.647e-07,1.296e-06
5.412e-01,7.340e+02,6.840e+02,1.500e+03,2.649e-07,2.164e-06,1.341e-07,1.408e-06
6.310e-01,7.340e+02,6.840e+02,1.500e+03,2.643e-07,1.429e-06,9.780e-08,8.709e-07
7.356e-01,7.340e+02,6.840e+02,1.500e+03,2.420e-06,8.089e-06,1.757e-06,4.545e-06
8.577e-01,7.340e+02,6.840e+02,1.500e+03,2.189e-06,3.880e-06,9.660e-07,1.672e-06
1.000e+00,7.340e+02,6.840e+02,1.500e+03,7.012e-06,8.086e-06,3.641e-06,2.770e-06
1.166e+00,7.340e+02,6.840e+02,1.500e+03,8.292e-06,7.702e-06,3.269e-06,2.472e-06
1.359e+00,7.340e+02,6.840e+02,1.500e+03,1.065e-05,8.111e-06,5.080e-06,2.836e-06
1.585e+00,7.340e+02,6.840e+02,1.500e+03,6.891e-06,5.377e-06,3.240e-06,1.937e-06
1.848e+00,7.340e+02,6.840e+02,1.500e+03,1.229e-05,6.999e-06,4.459e-06,2.457e-06
2.154e+00,7.340e+02,6.840e+02,1.500e+03,8.729e-06,2.365e-06,4.255e-06,9.824e-07
2.512e+00,7.340e+02,6.840e+02,1.500e+03,7.862e-06,2.445e-06,3.419e-06,1.113e-06
2.929e+00,7.340e+02,6.840e+02,1.500e+03,1.183e-05,2.321e-06,4.348e-06,1.016e-06
3.415e+00,7.340e+02,6.840e+02,1.500e+03,8.070e-06,1.337e-06,3.104e-06,3.486e-07
3.981e+00,7.340e+02,6.840e+02,1.500e+03,1.559e-05,2.890e-06,5.255e-06,1.436e-06
4.642e+00,7.340e+02,6.840e+02,1.500e+03,9.127e-06,1.705e-06,3.514e-06,7.201e-07
5.412e+00,7.340e+02,6.840e+02,1.500e+03,1.609e-05,5.709e-06,5.429e-06,2.366e-06
6.310e+00,7.340e+02,6.840e+02,1.500e+03,6.687e-06,2.742e-06,3.290e-06,1.302e-06
7.356e+00,7.340e+02,6.840e+02,1.500e+03,1.315e-05,1.519e-06,4.593e-06,7.148e-07
8.577e+00,7.340e+02,6.840e+02,1.500e+03,6.571e-06,1.043e-06,3.059e-06,5.199e-07
1.000e+01,7.340e+02,6.840e+02,1.500e+03,3.546e-06,1.615e-07,1.926e-06,5.984e-08
1.000e-01,8.570e+02,8.070e+02,1.750e+03,1.759e-09,1.032e-08,7.865e-10,3.457e-09
1.166e-01,8.570e+02,8.070e+02,1.750e+03,1.759e-09,1.032e-08,7.865e-10,3.457e-09
1.359e-01,8.570e+02,8.070e+02,1.750e+03,1.759e-09,1.032e-08,7.865e-10,3.457e-09
1.585e-01,8.570e+02,8.070e+02,1.750e+03,1.759e-09,1.032e-08,7.865e-10,3.457e-09
1.848e-01,8.570e+02,8.070e+02,1.750e+03,1.759e-09,1.032e-08,7.865e-10,3.457e-09
2.154e-01,8.570e+02,8.070e+02,1.750e+03,1.407e-09,9.233e-09,7.035e-10,3.282e-09
2.512e-01,8.570e+02,8.070e+02,1.750e+03,2.046e-08,9.303e-08,1.871e-08,8.309e-08
2.929e-01,8.570e+02,8.070e+02,1.750e+03,5.932e-09,1.409e-08,4.247e-09,4.370e-09
3.415e-01,8.570e+02,8.070e+02,1.750e+03,5.271e-08,1.847e-07,2.573e-08,1.152e-07
3.981e-01,8.570e+02,8.070e+02,1.750e+03,1.464e-06,3.747e-06,1.424e-06,3.653e-06
4.642e-01,8.570e+02,8.070e+02,1.750e+03,2.433e-06,1.172e-06,2.278e-06,7.487e-07
5.412e-01,8.570e+02,8.070e+02,1.750e+03,1.191e-05,1.630e-05,6.918e-06,8.492e-06
6.310e-01,8.570e+02,8.070e+02,1.750e+03,4.897e-07,1.829e-06,2.390e-07,8.595e-07
7.356e-01,8.570e+02,8.070e+02,1.750e+03,2.761e-06,3.726e-06,1.231e-06,1.542e-06
8.577e-01,8.570e+02,8.070e+02,1.750e+03,9.029e-06,8.783e-06,4.705e-06,4.127e-06
1.000e+00,8.570e+02,8.070e+02,1.750e+03,4.368e-06,4.709e-06,3.045e-06,2.091e-06
1.166e+00,8.570e+02,8.070e+02,1.750e+03,9.660e-06,6.971e-06,3.976e-06,2.191e-06
1.359e+00,8.570e+02,8.070e+02,1.750e+03,1.427e-05,1.310e-05,5.697e-06,6.339e-06
1.585e+00,8.570e+02,8.070e+02,1.750e+03,1.148e-05,8.246e-06,5.139e-06,4.556e-06
1.848e+00,8.570e+02,8.070e+02,1.750e+03,1.076e-05,5.619e-06,3.775e-06,2.092e-06
2.154e+00,8.570e+02,8.070e+02,1.750e+03,1.109e-05,4.329e-06,3.949e-06,1.393e-06
2.512e+00,8.570e+02,8.070e+02,1.750e+03,1.585e-05,4.583e-06,5.397e-06,1.762e-06
2.929e+00,8.570e+02,8.070e+02,1.750e+03,2.303e-05,9.280e-06,7.128e-06,4.558e-06
3.415e+00,8.570e+02,8.070e+02,1.750e+03,2.166e-05,3.092e-06,6.019e-06,1.088e-06
3.981e+00,8.570e+02,8.070e+02,1.750e+03,2.256e-05,2.094e-06,5.867e-06,7.375e-07
4.642e+00,8.570e+02,8.070e+02,1.750e+03,1.754e-05,7.251e-06,6.455e-06,4.420e-06
5.412e+00,8.570e+02,8.070e+02,1.750e+03,1.922e-05,3.978e-06,5.574e-06,1.739e-06
6.310e+00,8.570e+02,8.070e+02,1.750e+03,1.253e-05,1.635e-06,4.018e-06,6.821e-07
7.356e+00,8.570e+02,8.070e+02,1.750e+03,9.650e-06,2.022e-06,3.432e-06,7.757e-07
8.577e+00,8.570e+02,8.070e+02,1.750e+03,1.123e-05,1.420e-06,3.787e-06,7.630e-07
1.000e+01,8.570e+02,8.070e+02,1.750e+03,1.036e-05,1.903e-06,3.705e-06,9.005e-07
1.000e-01,9.790e+02,9.290e+02,2.000e+03,2.462e-09,1.384e-08,9.306e-10,4.383e-09
1.166e-01,9.790e+02,9.290e+02,2.000e+03,2.462e-09,1.384e-08,9.306e-10,4.383e-09
1.359e-01,9.790e+02,9.290e+02,2.000e+03,5.843e-09,2.442e-08,3.507e-09,1.145e-08
1.585e-01,9.790e+02,9.290e+02,2.000e+03,2.462e-09,1.384e-08,9.306e-10,4.383e-09
1.848e-01,9.790e+02,9.290e+02,2.000e+03,2.462e-09,1.384e-08,9.306e-10,4.383e-09
2.154e-01,9.790e+02,9.290e+02,2.000e+03,2.462e-09,1.582e-08,9.306e-10,4.808e-09
2.512e-01,9.790e+02,9.290e+02,2.000e+03,5.843e-09,2.442e-08,3.507e-09,1.145e-08
2.929e-01,9.790e+02,9.290e+02,2.000e+03,5.843e-09,3.035e-08,3.507e-09,1.195e-08
3.415e-01,9.790e+02,9.290e+02,2.000e+03,1.544e-07,1.350e-06,1.312e-07,1.249e-06
3.981e-01,9.790e+02,9.290e+02,2.000e+03,6.212e-08,1.863e-07,4.011e-08,1.131e-07
4.642e-01,9.790e+02,9.290e+02,2.000e+03,1.614e-07,1.493e-06,8.505e-08,9.158e-07
5.412e-01,9.790e+02,9.290e+02,2.000e+03,1.704e-06,6.786e-06,7.305e-07,2.529e-06
6.310e-01,9.790e+02,9.290e+02,2.000e+03,1.196e-06,1.097e-06,6.936e-07,6.351e-07
7.356e-01,9.790e+02,9.290e+02,2.000e+03,4.216e-07,2.161e-06,1.179e-07,1.016e-06
8.577e-01,9.790e+02,9.290e+02,2.000e+03,3.242e-06,3.351e-06,1.986e-06,1.607e-06
1.000e+00,9.790e+02,9.290e+02,2.000e+03,9.994e-06,8.403e-06,3.810e-06,3.992e-06
1.166e+00,9.790e+02,9.290e+02,2.000e+03,7.630e-06,7.781e-06,4.203e-06,4.380e-06
1.359e+00,9.790e+02,9.290e+02,2.000e+03,1.633e-05,7.253e-06,5.617e-06,2.740e-06
1.585e+00,9.790e+02,9.290e+02,2.000e+03,2.143e-05,2.188e-06,6.198e-06,7.126e-07
1.848e+00,9.790e+02,9.290e+02,2.000e+03,1.866e-05,9.750e-06,6.386e-06,4.392e-06
2.154e+00,9.790e+02,9.290e+02,2.000e+03,1.246e-05,3.271e-06,3.831e-06,1.282e-06
2.512e+00,9.790e+02,9.290e+02,2.000e+03,1.483e-05,7.792e-06,4.307e-06,4.592e-06
2.929e+00,9.790e+02,9.290e+02,2.000e+03,1.644e-05,7.384e-06,4.720e-06,3.916e-06
3.415e+00,9.790e+02,9.290e+02,2.000e+03,2.453e-05,5.003e-06,6.236e-06,1.864e-06
3.981e+00,9.790e+02,9.290e+02,2.000e+03,2.440e-05,4.375e-06,7.229e-06,1.573e-06
4.642e+00,9.790e+02,9.290e+02,2.000e+03,1.190e-05,2.229e-06,3.978e-06,1.276e-06
5.412e+00,9.790e+02,9.290e+02,2.000e+03,1.955e-05,6.155e-06,6.178e-06,4.225e-06
6.310e+00,9.790e+02,9.290e+02,2.000e+03,1.587e-05,1.786e-06,4.287e-06,7.676e-07
7.356e+00,9.790e+02,9.290e+02,2.000e+03,1.248e-05,1.203e-06,3.913e-06,5.323e-07
8.577e+00,9.790e+02,9.290e+02,2.000e+03,1.504e-05,1.349e-06,4.339e-06,5.356e-07
1.000e+01,9.790e+02,9.290e+02,2.000e+03,6.024e-06,3.221e-07,2.297e-06,1.528e-07
1.000e-01,1.220e+02,5.200e+01,2.500e+02,7.720e-07,8.616e-06,2.714e-07,4.118e-06
1.166e-01,1.220e+02,5.200e+01,2.500e+02,5.455e-07,2.651e-06,1.586e-07,6.335e-07
1.359e-01,1.220e+02,5.200e+01,2.500e+02,1.405e-06,8.351e-06,4.057e-07,2.869e-06
1.585e-01,1.220e+02,5.200e+01,2.500e+02,3.448e-06,1.773e-05,1.982e-06,8.245e-06
1.848e-01,1.220e+02,5.200e+01,2.500e+02,3.314e-06,1.901e-05,6.292e-07,4.694e-06
2.154e-01,1.220e+02,5.200e+01,2.500e+02,2.601e-06,1.681e-05,5.544e-07,4.457e-06
2.512e-01,1.220e+02,5.200e+01,2.500e+02,6.370e-06,3.704e-05,2.137e-06,1.005e-05
2.929e-01,1.220e+02,5.200e+01,2.500e+02,1.030e-05,7.646e-05,2.575e-06,1.302e-05
3.415e-01,1.220e+02,5.200e+01,2.500e+02,2.919e-05,1.006e-04,7.356e-06,1.662e-05
3.981e-01,1.220e+02,5.200e+01,2.500e+02,1.434e-05,8.699e-05,2.848e-06,1.460e-05
4.642e-01,1.220e+02,5.200e+01,2.500e+02,2.960e-05,1.339e-04,6.649e-06,1.871e-05
5.412e-01,1.220e+02,5.200e+01,2.500e+02,4.709e-05,1.820e-04,9.183e-06,2.096e-05
6.310e-01,1.220e+02,5.200e+01,2.500e+02,6.623e-05,2.074e-04,1.223e-05,2.195e-05
7.356e-01,1.220e+02,5.200e+01,2.500e+02,7.533e-05,2.354e-04,1.303e-05,2.352e-05
8.577e-01,1.220e+02,5.200e+01,2.500e+02,9.103e-05,2.625e-04,1.241e-05,2.483e-05
1.000e+00,1.220e+02,5.200e+01,2.500e+02,1.101e-04,2.517e-04,1.575e-05,2.389e-05
1.166e+00,1.220e+02,5.200e+01,2.500e+02,1.404e-04,2.974e-04,1.719e-05,2.576e-05
1.359e+00,1.220e+02,5.200e+01,2.500e+02,1.547e-04,2.489e-04,1.795e-05,2.464e-05
1.585e+00,1.220e+02,5.200e+01,2.500e+02,2.155e-04,2.824e-04,2.218e-05,2.787e-05
1.848e+00,1.220e+02,5.200e+01,2.500e+02,2.095e-04,2.529e-04,2.127e-05,2.598e-05
2.154e+00,1.220e+02,5.200e+01,2.500e+02,1.962e-04,2.446e-04,1.937e-05,2.269e-05
2.512e+00,1.220e+02,5.200e+01,2.500e+02,2.470e-04,2.298e-04,2.408e-05,2.466e-05
2.929e+00,1.220e+02,5.200e+01,2.500e+02,2.132e-04,1.912e-04,2.017e-05,2.019e-05
3.415e+00,1.220e+02,5.200e+01,2.500e+02,2.093e-04,1.645e-04,1.994e-05,1.911e-05
3.981e+00,1.220e+02,5.200e+01,2.500e+02,1.731e-04,1.250e-04,1.745e-05,1.584e-05
4.642e+00,1.220e+02,5.200e+01,2.500e+02,2.334e-04,1.280e-04,2.148e-05,1.685e-05
5.412e+00,1.220e+02,5.200e+01,2.500e+02,1.815e-04,9.563e-05,1.732e-05,1.409e-05
6.310e+00,1.220e+02,5.200e+01,2.500e+02,1.554e-04,8.584e-05,1.737e-05,1.521e-05
7.356e+00,1.220e+02,5.200e+01,2.500e+02,1.178e-04,5.997e-05,1.456e-05,9.948e-06
8.577e+00,1.220e+02,5.200e+01,2.500e+02,1.202e-04,5.049e-05,1.539e-05,1.131e-05
1.000e+01,1.220e+02,5.200e+01,2.500e+02,1.056e-04,5.080e-05,1.354e-05,1.210e-05
1.000e-01,2.440e+02,1.740e+02,5.000e+02,4.151e-08,5.570e-07,4.280e-09,1.992e-08
1.166e-01,2.440e+02,1.740e+02,5.000e+02,4.151e-08,5.570e-07,4.280e-09,1.992e-08
1.359e-01,2.440e+02,1.740e+02,5.000e+02,1.769e-06,6.207e-06,1.727e-06,5.651e-06
1.585e-01,2.440e+02,1.740e+02,5.000e+02,4.116e-08,6.161e-07,4.266e-09,6.423e-08
1.848e-01,2.440e+02,1.740e+02,5.000e+02,2.548e-07,1.778e-06,1.510e-07,8.971e-07
2.154e-01,2.440e+02,1.740e+02,5.000e+02,3.051e-07,2.217e-06,1.607e-07,9.705e-07
2.512e-01,2.440e+02,1.740e+02,5.000e+02,5.834e-07,4.451e-06,2.386e-07,1.864e-06
2.929e-01,2.440e+02,1.740e+02,5.000e+02,1.038e-06,1.096e-05,3.889e-07,4.460e-06
3.415e-01,2.440e+02,1.740e+02,5.000e+02,5.355e-06,6.898e-06,5.139e-06,5.438e-06
3.981e-01,2.440e+02,1.740e+02,5.000e+02,7.439e-06,1.485e-05,4.610e-06,6.147e-06
4.642e-01,2.440e+02,1.740e+02,5.000e+02,4.626e-06,1.807e-05,3.301e-06,7.245e-06
5.412e-01,2.440e+02,1.740e+02,5.000e+02,2.323e-06,1.485e-05,5.857e-07,4.622e-06
6.310e-01,2.440e+02,1.740e+02,5.000e+02,1.866e-06,1.524e-05,3.905e-07,4.180e-06
7.356e-01,2.440e+02,1.740e+02,5.000e+02,1.647e-05,4.084e-05,6.283e-06,9.432e-06
8.577e-01,2.440e+02,1.740e+02,5.000e+02,1.185e-05,3.446e-05,3.590e-06,8.250e-06
1.000e+00,2.440e+02,1.740e+02,5.000e+02,2.818e-05,3.283e-05,9.542e-06,9.616e-06
1.166e+00,2.440e+02,1.740e+02,5.000e+02,2.946e-05,5.598e-05,8.440e-06,1.306e-05
1.359e+00,2.440e+02,1.740e+02,5.000e+02,1.693e-05,3.034e-05,5.890e-06,6.970e-06
1.585e+00,2.440e+02,1.740e+02,5.000e+02,2.839e-05,3.559e-05,8.423e-06,7.876e-06
1.848e+00,2.440e+02,1.740e+02,5.000e+02,3.968e-05,4.666e-05,1.077e-05,1.135e-05
2.154e+00,2.440e+02,1.740e+02,5.000e+02,3.095e-05,3.044e-05,8.152e-06,8.257e-06
2.512e+00,2.440e+02,1.740e+02,5.000e+02,3.739e-05,3.298e-05,8.864e-06,8.433e-06
2.929e+00,2.440e+02,1.740e+02,5.000e+02,4.011e-05,3.694e-05,9.514e-06,9.643e-06
3.415e+00,2.440e+02,1.740e+02,5.000e+02,2.786e-05,1.971e-05,7.050e-06,6.669e-06
3.981e+00,2.440e+02,1.740e+02,5.000e+02,3.126e-05,1.529e-05,6.670e-06,5.345e-06
4.642e+00,2.440e+02,1.740e+02,5.000e+02,5.935e-05,2.700e-05,1.039e-05,8.372e-06
5.412e+00,2.440e+02,1.740e+02,5.000e+02,4.288e-05,1.382e-05,8.566e-06,4.541e-06
6.310e+00,2.440e+02,1.740e+02,5.000e+02,3.318e-05,9.977e-06,6.465e-06,2.787e-06
7.356e+00,2.440e+02,1.740e+02,5.000e+02,4.713e-05,6.159e-06,8.213e-06,1.384e-06
8.577e+00,2.440e+02,1.740e+02,5.000e+02,4.879e-05,9.641e-06,7.980e-06,4.068e-06
1.000e+01,2.440e+02,1.740e+02,5.000e+02,3.645e-05,3.821e-06,6.395e-06,8.115e-07
1.000e-01,3.670e+02,2.970e+02,7.500e+02,3.166e-08,3.545e-07,3.337e-09,1.573e-08
1.166e-01,3.670e+02,2.970e+02,7.500e+02,3.166e-08,3.545e-07,3.337e-09,1.573e-08
1.359e-01,3.670e+02,2.970e+02,7.500e+02,8.995e-08,7.693e-07,5.839e-08,4.151e-07
1.585e-01,3.670e+02,2.970e+02,7.500e+02,6.124e-08,8.454e-07,2.189e-08,4.168e-07
1.848e-01,3.670e+02,2.970e+02,7.500e+02,4.431e-07,4.280e-06,2.391e-07,2.496e-06
2.154e-01,3.670e+02,2.970e+02,7.500e+02,2.843e-07,3.551e-06,2.070e-07,2.908e-06
2.512e-01,3.670e+02,2.970e+02,7.500e+02,2.580e-06,8.186e-06,2.296e-06,6.098e-06
2.929e-01,3.670e+02,2.970e+02,7.500e+02,3.690e-06,1.184e-05,3.198e-06,6.864e-06
3.415e-01,3.670e+02,2.970e+02,7.500e+02,1.883e-07,1.815e-06,1.055e-07,1.027e-06
3.981e-01,3.670e+02,2.970e+02,7.500e+02,1.560e-06,1.282e-05,5.631e-07,5.025e-06
4.642e-01,3.670e+02,2.970e+02,7.500e+02,3.133e-06,2.135e-05,1.603e-06,7.094e-06
5.412e-01,3.670e+02,2.970e+02,7.500e+02,1.379e-05,3.767e-05,6.506e-06,1.230e-05
6.310e-01,3.670e+02,2.970e+02,7.500e+02,1.123e-05,4.305e-05,4.162e-06,1.165e-05
7.356e-01,3.670e+02,2.970e+02,7.500e+02,1.460e-05,3.192e-05,7.095e-06,8.757e-06
8.577e-01,3.670e+02,2.970e+02,7.500e+02,2.474e-05,5.681e-05,7.898e-06,1.460e-05
1.000e+00,3.670e+02,2.970e+02,7.500e+02,2.009e-05,3.552e-05,6.560e-06,7.768e-06
1.166e+00,3.670e+02,2.970e+02,7.500e+02,1.748e-05,3.187e-05,4.734e-06,8.176e-06
1.359e+00,3.670e+02,2.970e+02,7.500e+02,2.831e-05,4.870e-05,8.637e-06,1.287e-05
1.585e+00,3.670e+02,2.970e+02,7.500e+02,2.409e-05,4.703e-05,6.504e-06,1.136e-05
1.848e+00,3.670e+02,2.970e+02,7.500e+02,3.098e-05,4.560e-05,7.555e-06,9.274e-06
2.154e+00,3.670e+02,2.970e+02,7.500e+02,4.765e-05,4.441e-05,1.085e-05,1.121e-05
2.512e+00,3.670e+02,2.970e+02,7.500e+02,4.515e-05,4.807e-05,1.098e-05,1.094e-05
2.929e+00,3.670e+02,2.970e+02,7.500e+02,5.408e-05,4.205e-05,1.159e-05,1.125e-05
3.415e+00,3.670e+02,2.970e+02,7.500e+02,3.312e-05,2.736e-05,8.697e-06,8.125e-06
3.981e+00,3.670e+02,2.970e+02,7.500e+02,3.595e-05,2.806e-05,8.872e-06,7.973e-06
4.642e+00,3.670e+02,2.970e+02,7.500e+02,4.903e-05,2.116e-05,9.735e-06,7.041e-06
5.412e+00,3.670e+02,2.970e+02,7.500e+02,4.886e-05,1.717e-05,8.664e-06,4.885e-06
6.310e+00,3.670e+02,2.970e+02,7.500e+02,3.832e-05,1.366e-05,8.016e-06,6.582e-06
7.356e+00,3.670e+02,2.970e+02,7.500e+02,5.026e-05,1.499e-05,8.491e-06,4.423e-06
8.577e+00,3.670e+02,2.970e+02,7.500e+02,5.551e-05,6.091e-06,8.910e-06,1.751e-06
1.000e+01,3.670e+02,2.970e+02,7.500e+02,4.972e-05,9.928e-06,9.040e-06,5.496e-06
1.000e-01,4.890e+02,4.190e+02,1.000e+03,9.277e-08,6.986e-07,5.840e-08,4.151e-07
1.166e-01,4.890e+02,4.190e+02,1.000e+03,3.447e-08,2.838e-07,3.587e-09,1.714e-08
1.359e-01,4.890e+02,4.190e+02,1.000e+03,3.447e-08,2.838e-07,3.587e-09,1.714e-08
1.585e-01,4.890e+02,4.190e+02,1.000e+03,3.447e-08,2.838e-07,3.587e-09,1.714e-08
1.848e-01,4.890e+02,4.190e+02,1.000e+03,3.447e-08,2.838e-07,3.587e-09,1.714e-08
2.154e-01,4.890e+02,4.190e+02,1.000e+03,5.993e-08,3.877e-07,1.963e-08,8.608e-08
2.512e-01,4.890e+02,4.190e+02,1.000e+03,5.142e-07,4.909e-06,2.123e-07,2.541e-06
2.929e-01,4.890e+02,4.190e+02,1.000e+03,2.776e-07,3.614e-06,1.326e-07,2.273e-06
3.415e-01,4.890e+02,4.190e+02,1.000e+03,2.321e-06,1.083e-05,1.768e-06,5.717e-06
3.981e-01,4.890e+02,4.190e+02,1.000e+03,2.997e-06,1.291e-05,1.743e-06,5.607e-06
4.642e-01,4.890e+02,4.190e+02,1.000e+03,1.307e-06,8.036e-06,6.761e-07,3.566e-06
5.412e-01,4.890e+02,4.190e+02,1.000e+03,5.701e-06,1.241e-05,3.784e-06,3.701e-06
6.310e-01,4.890e+02,4.190e+02,1.000e+03,3.837e-06,1.817e-05,1.887e-06,6.092e-06
7.356e-01,4.890e+02,4.190e+02,1.000e+03,1.357e-05,3.023e-05,5.888e-06,8.324e-06
8.577e-01,4.890e+02,4.190e+02,1.000e+03,1.419e-05,3.214e-05,5.505e-06,8.310e-06
1.000e+00,4.890e+02,4.190e+02,1.000e+03,1.256e-05,2.827e-05,4.323e-06,5.238e-06
1.166e+00,4.890e+02,4.190e+02,1.000e+03,1.978e-05,3.746e-05,5.613e-06,8.577e-06
1.359e+00,4.890e+02,4.190e+02,1.000e+03,4.545e-05,5.377e-05,1.153e-05,1.212e-05
